BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,265061.88,265061.88
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,0,-186304.3
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,367470.42,87301.38
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,456309.17,120355.88
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,892290.13,94895.45
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,52640,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,923906.26,168034.2
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,1655040,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,294345.37,80276.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,22718.28,8767.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,210208.61,59402.46
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,61419814.79,15310598.58
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,160.65,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,301245.3,38708.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,3962.17,2223.17
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,1508711.4,532916.23
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",40809.33,10779.8
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,90.46,90.46
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,6573.03,1651.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,12700.92,2384.55
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,10063.36,1798.59
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,446.62,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,5183.83,-464.01
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",882.81,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,244711.63,29551.28
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,1974.13,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,148,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,768259.85,314721.24
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,563880.54,151225.82
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,187684.97,144519.82
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PERSONNEL BENEFITS,97.67,97.67
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,241489.54,73318.78
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRANSPORTATION OF THINGS,91800,52200
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",2436048.35,360851.36
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,8693.57,527.53
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,2685746.45,1264261.31
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,846469.94,272881.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,1180667.4,269494.97
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",8244,8244
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,1550945.33,1099740.71
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,97413.47,97413.47
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",42.71,11.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,371276.16,165814.18
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,7414.5,4229.53
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,140796.22,119941.76
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,2213,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,235.33,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,1970.84,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",26595,26595
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,6436.38,1436.38
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,10997.31,8017.31
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,114.16,114.16
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,5719.15,5719.15
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,183.88,26.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",75409.06,28278.94
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,918429.5,12179.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,386.55,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,1613443.24,575531.71
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,944008.57,375897.05
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,58555.94,55350
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,1733676.1,105530.84
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,10000,10000
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",3443622.69,1083821.04
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,140468.36,67201.36
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,63643.59,60648.72
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,563422.65,227627.86
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,176864.57,52447.56
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,124442.28,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,316740.04,5351.7
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",1288.75,125
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,317770.79,158453.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,35405.47,7391.72
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,2412587.73,1573053.92
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",292.8,214.45
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,59269.68,44120.88
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,3211.41,3211.41
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,47141.81,23342.1
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,58515.46,25353.64
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,255721.44,145244.81
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,109240.92,92423.42
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,6049.5,950.5
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,37229.25,14536.79
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,1355404.72,377508.72
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,8092.14,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,8265,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,1997.77,1805.99
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,535677.17,139430.6
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,117639.89,17639.89
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,1954.95,0
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,302545.69,3480
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,109131.15,40891.83
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,2921.91,1100.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,538582.49,304718.14
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,20358975.28,5035360.16
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRAVEL,56957.41,19855.99
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,TRANSPORTATION OF THINGS,643.51,0
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",174426.64,43395.14
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,29569.51,6993.81
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,1660419.7,455361.34
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,359132.77,89656.42
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,EQUIPMENT,403174.53,118166.15
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,934.72,40.22
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,19577.41,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,1026759.14,250874.67
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,TRAVEL,3218.52,86
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",7917.87,2137.66
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,429.35,0
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,401894.99,400000
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,34476.12,9681.19
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q3,EQUIPMENT,30159.85,17985.99
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,8492429.77,2195386.03
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,TRAVEL,16347.16,1404.48
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",113751.87,29461.04
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,1505.38,1114.78
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,321341.75,113860.67
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,53499.06,13339.44
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,EQUIPMENT,60364.95,19054.74
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,369.93,0
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,220,0
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,161000,43125
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,21.5,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,1157472.17,286847.21
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",22830.01,5951.66
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,4.8,4.8
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,12500,0
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,10191.29,6622.06
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q3,EQUIPMENT,19833.28,9323.37
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,402500.01,107750.01
,TECHNICAL ASSISTANTS,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,434107.08,108526.77
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,254916,63729
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,TRAVEL,26,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",32016.23,2340.93
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,344.45,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,8593.75,0
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,435.45,168.97
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q3,EQUIPMENT,250,250
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,2870811.59,732771.33
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,TRAVEL,44391.03,10144.89
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",31542.15,9048.14
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,787.12,191.06
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,870325.45,465718.95
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,24758.03,7810.27
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q3,EQUIPMENT,66596.7,21564.1
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,289887.22,39999.99
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,TRAVEL,6556.93,447.4
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",15434.06,5596.8
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,PRINTING AND REPRODUCTION,898.2,377.4
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,OTHER SERVICES,30453.9,0
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,SUPPLIES AND MATERIALS,5028.59,174.71
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q3,EQUIPMENT,4925.41,245.7
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q3,FRANKED MAIL,698.72,557.51
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q3,PERSONNEL COMPENSATION,2210461.44,507360.72
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q3,"RENT, COMMUNICATION, UTILITIES",8168.9,2270.44
