BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"150,598.81","125,116.21"
,OFFICE OF THE MINORITY LEADER,FISCAL YEAR 2011,2011Q1,PERSONNEL BENEFITS,"2,499.99",0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"106,324.50","56,721.75"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"778,707.13","418,464.58"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,TRAVEL,927.27,0.00
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","2,698.30","2,111.20"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,"1,887.80","1,820.00"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"2,988.60","1,755.00"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"59,568.11","50,977.96"
,OFFICE OF THE MAJORITY WHIP,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"9,335.95","9,335.95"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"87,705.65","1,906.64"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"634,104.93","363,220.13"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,TRAVEL,942.05,825.55
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","4,428.52",47.28
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,"22,017.06","11,067.70"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"4,063.60",0.00
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"64,828.47","18,988.87"
,OFFICE OF THE MINORITY WHIP,FISCAL YEAR 2011,2011Q1,PERSONNEL BENEFITS,"1,055.54","1,055.54"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"323,881.17","122,354.67"
,DEMOCRATIC STEERING AND POLICY,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"414,649.71","184,720.40"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"154,375.01","77,300.00"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"566,417.14","244,506.48"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,TRAVEL,"17,567.24","17,439.24"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","1,155.00","1,155.00"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,0.00,-175.00
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"2,711.54","2,005.51"
,DEMOCRATIC CAUCUS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"28,166.94","9,259.65"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"156,660.29","74,785.28"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"491,619.38","226,063.85"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,TRAVEL,"3,910.96",101.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","3,596.60","1,996.60"
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,100.00,0.00
,REPUBLICAN CONFERENCE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"62,168.69","27,706.04"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"87,996.70","78,421.69"
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,47.00,0.00
,REPUBLICAN POLICY COMMITTEE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,176.48,95.76
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"358,201.87","185,679.37"
,REPUBLICAN STEERING COMMITTEE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"5,408.55","3,452.99"
,MINORITY EMPLOYEES,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"641,478.00","380,370.51"
,LEGISLATIVE FLOOR ACTIVITIES,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"217,163.07","87,788.07"
,RC-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"71,670.86","25,526.45"
,DS-TRAINING & PROGRAM DEVEL.,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"110,525.89","71,737.90"
,CLOAKROOM PERSONNEL - MAJ,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"195,689.87","89,300.87"
,CLOAKROOM PERSONNEL - MIN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"215,597.40","119,809.92"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"661,467.76","79,692.76"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"657,536.12","405,303.53"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"1,655,040.00",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"133,793.35","80,276.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"7,528.17",45.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,818.00,818.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"30,682,733.57","15,608,204.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,160.65,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"123,775.10","79,902.40"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"1,739.00","1,739.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"431,901.92","116,506.27"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","18,369.67","11,151.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"3,270.51","1,651.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"6,609.69","2,293.89"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"3,597.18","1,798.59"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,178.50,130.50
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,"4,040.59",733.72
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",882.81,10.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"159,629.06","123,567.78"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"1,974.13",447.26
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,148.00,0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"132,624.35","132,624.35"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"266,295.09","265,896.07"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,"62,774.34","29,052.52"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","1,497,829.56","620,067.43"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,"6,649.05","5,586.75"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"613,019.86","308,024.60"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"334,211.20","237,679.91"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"741,162.96","492,837.70"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"67,112.14","67,112.14"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"1,028.01","1,028.01"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"11,386.06","11,386.06"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"2,213.00","2,213.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,235.33,235.33
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"1,970.84","1,970.84"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"2,235.00","2,235.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,114.52,26.52
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","26,655.23","19,019.97"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"904,522.00","2,522.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,386.55,367.27
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"648,771.03","519,903.72"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"274,547.07","184,779.80"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"3,205.94",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"1,205,230.46","1,098,079.65"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","989,399.17","986,246.56"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"29,400.00","29,400.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"2,595.73","1,595.73"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"311,810.39","311,810.39"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"35,235.00","35,235.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"76,018.16","76,018.16"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"311,388.34","307,052.34"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","1,163.75","1,163.75"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"62,895.94","62,895.94"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"7,861.26","7,861.26"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"499,066.80","383,625.81"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES",78.35,78.35
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"1,061.14","1,061.14"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"64,841.93","64,841.93"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"16,817.50","16,817.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"5,099.00","5,099.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"22,692.46","7,332.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"605,052.16","366,652.08"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,"2,721.73","2,119.18"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"7,890.00","7,890.00"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,191.78,138.79
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"323,647.96",0.00
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"79,286.91","79,286.91"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,499.95,499.95
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"214,271.55","122,015.50"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"24,219.30","24,219.30"
,CHIEF ADMIN OFCR OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"28,042.06","28,042.06"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"10,288,453.08","5,208,015.08"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,TRAVEL,"17,132.79","10,186.00"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","80,356.51","42,864.85"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,"17,472.30","7,975.36"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"618,975.34","392,415.68"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"194,016.97","124,690.51"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"232,193.65","159,630.33"
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,894.50,894.50
,CLERK OF THE HOUSE,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"19,577.41","19,577.41"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"502,666.81","234,403.81"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,TRAVEL,"1,187.43","1,074.93"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","3,690.77","2,331.09"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,367.45,367.45
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"11,682.05","7,076.49"
,OFFICE OF GENERAL COUNSEL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"6,256.53","2,521.02"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"3,827,943.19","1,897,101.44"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,TRAVEL,"8,815.10","3,156.17"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","52,629.57","32,357.75"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,176.90,125.00
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"36,172.55","36,172.55"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"23,040.85","13,888.29"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"30,629.47","28,056.73"
,SERGEANT AT ARMS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,104.13,104.13
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"86,250.00","43,125.00"
,OFFICE OF THE CHAPLAIN,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,21.50,0.00
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"611,249.97","307,374.99"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","10,806.27","6,385.28"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"6,250.00","6,250.00"
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"1,761.23",560.13
,OFFICE OF THE PARLIAMENTARIAN,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"9,869.44","9,228.97"
,COMPILATION OF PRECEDENTS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"162,999.99","83,750.01"
,TECHNICAL ASSISTANTS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"217,053.54","108,526.77"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"127,458.00","63,729.00"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,TRAVEL,26.00,0.00
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","27,155.69","7,276.50"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,344.45,344.45
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"8,000.00","4,000.00"
,OFFICE OF THE FORMER SPEAKER,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,266.48,177.87
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"1,408,587.25","714,592.50"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,TRAVEL,"1,115.76","1,115.76"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","14,043.37","8,606.70"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,375.10,56.45
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"120,565.28","80,315.70"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"13,096.24","7,042.50"
,OFFICE OF INSPECTOR GENERAL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"8,475.94","4,247.07"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"183,508.88","82,420.35"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,TRAVEL,"4,841.69","4,831.69"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","3,703.83","2,609.30"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,418.90,75.30
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"19,823.90","6,224.00"
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"3,325.54",710.08
,OFFICE OF THE HISTORIAN,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"4,434.01","3,919.52"
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"1,142,442.48","571,221.24"
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","3,594.44","2,243.15"
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"4,127.00","1,810.00"
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"15,278.92","7,115.55"
,LAW REVISION COUNSEL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"1,743.22","1,004.11"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"3,699,318.72","1,849,659.36"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","19,323.47","10,584.86"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,199.90,0.00
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"76,791.40","39,624.40"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"19,367.13","7,168.39"
,LEGISLATIVE COUNSEL,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"54,500.87","53,963.64"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,PERSONNEL COMPENSATION,"171,127.95","84,503.19"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,TRAVEL,24.00,0.00
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","4,953.89","3,592.09"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,PRINTING AND REPRODUCTION,"1,807.40","1,779.40"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"1,009.77",0.00
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,SUPPLIES AND MATERIALS,"30,215.52","28,425.62"
,INTERPARLIAMENTARY AFFAIRS,FISCAL YEAR 2011,2011Q1,EQUIPMENT,"1,140.00",570.00
,CAO ADVANCED BUSINESS SOLUTION,FISCAL YEAR 2011,2011Q1,OTHER SERVICES,"175,600.10","175,600.10"
